Unnamed: 0,기준일자,시도명,시군구명,,,
1445,2021,전라남도,함평군,15.76,2351,14913
1446,2021,전라남도,영광군,12.6,2847,22587
1447,2021,전라남도,장성군,18.62,3606,19363
1448,2021,전라남도,완도군,13.94,3080,22087
1449,2021,전라남도,진도군,12.5,1792,14341
1450,2021,전라남도,신안군,8.76,1452,16578
1451,2021,경상북도,동부,9.32,49717,533654
1452,2021,경상북도,읍부,12.13,31956,263495
1453,2021,경상북도,면부,15.72,48175,306517
1454,2021,경상북도,포항시,9.9,19976,201687
1455,2021,경상북도,남구,9.96,8919,89572
1456,2021,경상북도,북구,9.86,11057,112115
1457,2021,경상북도,경주시,12.81,14133,110340
1458,2021,경상북도,김천시,14.21,8669,61002
1459,2021,경상북도,안동시,13.47,9445,70143
1460,2021,경상북도,구미시,9.08,13843,152482
1461,2021,경상북도,영주시,10.7,4627,43261
1462,2021,경상북도,영천시,13.54,6259,46215
1463,2021,경상북도,상주시,14.64,6526,44590
1464,2021,경상북도,문경시,11.45,3477,30376
1465,2021,경상북도,경산시,8.01,8069,100790
1466,2021,경상북도,군위군,11.49,1264,11005
1467,2021,경상북도,의성군,14.48,3792,26186
1468,2021,경상북도,청송군,14.51,1820,12542
1469,2021,경상북도,영양군,13.13,1078,8209
1470,2021,경상북도,영덕군,15.82,2874,18172
1471,2021,경상북도,청도군,19.78,4308,21785
1472,2021,경상북도,고령군,12.85,1777,13825
1473,2021,경상북도,성주군,9.0,1544,17162
1474,2021,경상북도,칠곡군,12.2,5370,44017
1475,2021,경상북도,예천군,15.95,4365,27371
1476,2021,경상북도,봉화군,12.72,1933,15202
1477,2021,경상북도,울진군,18.72,4544,24279
1478,2021,경상북도,울릉군,5.12,155,3025
1479,2021,경상남도,동부,8.42,65391,776954
1480,2021,경상남도,읍부,9.87,19465,197240
1481,2021,경상남도,면부,16.18,53730,332069
1482,2021,경상남도,진주시,8.42,11044,131224
1483,2021,경상남도,통영시,12.77,6697,52427
1484,2021,경상남도,사천시,15.11,7506,49686
1485,2021,경상남도,김해시,7.34,14245,194064
1486,2021,경상남도,밀양시,13.75,6771,49245
1487,2021,경상남도,거제시,16.24,16332,100541
1488,2021,경상남도,양산시,9.03,12364,136972
1489,2021,경상남도,창원시,7.53,27701,368075
1490,2021,경상남도,의창구,4.67,3256,69659
1491,2021,경상남도,성산구,7.24,6203,85693
1492,2021,경상남도,마산합포구,10.09,7160,70990
1493,2021,경상남도,마산회원구,5.17,3446,66590
1494,2021,경상남도,진해구,10.16,7636,75143
1495,2021,경상남도,의령군,16.31,2195,13460
1496,2021,경상남도,함안군,11.65,3254,27921
1497,2021,경상남도,창녕군,14.31,4009,28008
1498,2021,경상남도,고성군,17.34,4220,24333
1499,2021,경상남도,남해군,21.34,4926,23082
1500,2021,경상남도,하동군,13.35,2729,20445
1501,2021,경상남도,산청군,17.4,2993,17204
1502,2021,경상남도,함양군,15.82,2990,18902
1503,2021,경상남도,거창군,14.31,3885,27149
1504,2021,경상남도,합천군,20.09,4725,23525
1505,2021,제주특별자치도,동부,10.68,18133,169773
1506,2021,제주특별자치도,읍부,17.17,10936,63695
1507,2021,제주특별자치도,면부,20.9,3378,16161
1508,2021,제주특별자치도,제주시,11.66,20475,175552
1509,2021,제주특별자치도,서귀포시,16.16,11972,74077
