Unnamed: 0,Unnamed: 1,Unnamed: 2,시도명,Unnamed: 4,Unnamed: 5,Unnamed: 6,행정동,Unnamed: 8,지역명칭,Unnamed: 10,Unnamed: 11,Unnamed: 12
51,2021,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020010600,계산동,2,8189,0.02
52,2021,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020015300,구룡동,2,124,1.61
53,2021,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014200,원촌동,4,641,0.62
54,2021,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013000,화암동,6,232,2.59
55,2021,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,457,1547,29.54
56,2021,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012200,궁동,5,6040,0.08
57,2021,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020013700,안산동,2,412,0.49
58,2021,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013400,자운동,2,118,1.69
59,2021,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동,1,408,0.25
60,2021,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020014500,봉산동,3,8091,0.04
