Unnamed: 0,주소,도로명,Unnamed: 3,건축년도,건축구조,전용면적,건축면적,면적,대지면적(제곱미터)
49,부산광역시 해운대구 우동 446-6,우동1로38번길 31-12,단독주택,1974,블록구조,,47.08,47.08,106.0
50,부산광역시 해운대구 중동 1550,우동3로 6-27,단독주택,1969,블록구조,,41.98,41.98,102.0
51,부산광역시 해운대구 우동 397-92,우동1로 69-4,단독주택,1985,블록구조,,104.94,104.94,66.0
52,부산광역시 해운대구 우동 178-9,우동2로30번가길 10-7,단독주택,1991,벽돌구조,,46.61,89.44,108.0
53,부산광역시 해운대구 우동 161,우동2로32번길 2-6,단독주택,1992,기타조적구조,,28.22,56.44,53.0
54,부산광역시 해운대구 우동 179-6,우동2로30번가길 20-13,단독주택,1969,벽돌구조,,49.59,49.59,99.0
55,부산광역시 해운대구 우동 179-10,우동2로30번가길 20-7,단독주택,1973,블록구조,,38.02,38.02,93.0
56,부산광역시 해운대구 우동 398-18,우동1로20번가길 60-8,단독주택,1992,기타조적구조,,66.72,131.67,112.27
57,부산광역시 해운대구 우동 198-9,우동3로11번길 8-10,단독주택,1973,블록구조,,49.59,68.76,155.0
58,부산광역시 해운대구 우동 387-1,우동1로71번길 20,연립,1992,철근콘크리트구조,27.34,227.3,1147.23,393.0
59,부산광역시 해운대구 우동 232-28,우동2로30번길 17-13,단독주택,1976,블록구조,,56.2,56.2,152.0
60,부산광역시 해운대구 우동 232-18,우동2로30번길 17-11,다세대,1979,블록구조,49.65,99.3,198.6,166.0
61,부산광역시 해운대구 우동 232-18,우동2로30번길 17-11,다세대,1979,블록구조,49.65,99.3,198.6,166.0
62,부산광역시 해운대구 우동 1074-8,해운대로391번길 24-1,단독주택,1974,블록구조,,67.21,67.21,126.0
63,부산광역시 해운대구 우동 1074-3,해운대로391번길 24,단독주택,1974,블록구조,,64.46,64.46,122.0
64,부산광역시 해운대구 우동 1074-4,해운대로391번길 22,단독주택,1970,블록구조,,46.61,46.61,149.0
65,부산광역시 해운대구 우동 1087-22,해운대로391번길 18,단독주택,1985,블록구조,,27.0,54.0,60.0
66,부산광역시 해운대구 우동 1087-20,해운대로391번길 10-3,단독주택,1985,블록구조,,34.2,34.2,56.0
67,부산광역시 해운대구 우동 248-6,우동2로32번길 48-6,연립,1980,벽돌구조,64.1,316.26,797.1,532.0
68,부산광역시 해운대구 우동 238,우동2로32번길 43-11,다세대,1993,철근콘크리트구조,61.82,324.29,1269.89,558.58
69,부산광역시 해운대구 우동 374-1,우동1로85번길 28-13,단독주택,1969,벽돌구조,,36.69,36.69,116.0
70,부산광역시 해운대구 우동 1087-58,해운대로391번길 11-10,단독주택,1985,블록구조,,12.495,12.495,13.0
71,부산광역시 해운대구 중동 1333-2,좌동순환로8번길 45-8,단독주택,1975,블록구조,,65.94,65.94,126.0
72,부산광역시 해운대구 우동 1087-41,해운대로391번길 11-34,단독주택,1971,블록구조,,34.71,34.71,46.0
73,부산광역시 해운대구 우동 241-12,우동2로32번길 55-4,다가구주택,1991,벽돌구조,,69.2,130.58,116.0
74,부산광역시 해운대구 우동 391-29,우동2로60번길 17,다가구주택,1994,철근콘크리트구조,,116.52,286.4,588.0
75,부산광역시 해운대구 우동 251-5,우동2로30번길 69-5,단독주택,1969,블록구조,,49.59,49.59,136.0
76,부산광역시 해운대구 우동 210-21,우동3로11번가길 21,단독주택,1979,블록구조,,64.72,64.72,132.0
77,부산광역시 해운대구 우동 251-13,우동2로30번길 77-6,다세대,1997,기타조적구조,54.24,80.75,195.36,155.0
78,부산광역시 해운대구 우동 267-20,우동3로11번길 30-13,단독주택,1982,블록구조,,72.83,72.83,126.0
79,부산광역시 해운대구 우동 258-2,우동3로11번가길 36,단독주택,1978,블록구조,,56.62,56.62,101.0
80,부산광역시 해운대구 우동 264-1,우동3로11번가길 51,단독주택,1973,블록구조,,62.99,111.05,136.0
81,부산광역시 해운대구 우동 265-17,우동2로30번길 106,다가구주택,1988,벽돌구조,,112.27,198.91,296.0
82,부산광역시 해운대구 우동 1214-11,해운대로 327,단독주택,1980,블록구조,,49.59,49.59,70.0
83,부산광역시 해운대구 우동 1215-8,해운대로 329-3,단독주택,1977,블록구조,,50.98,75.61,109.0
84,부산광역시 해운대구 우동 1215-14,해운대로 329-5,단독주택,1975,벽돌구조,,65.97,98.03,126.0
85,부산광역시 해운대구 우동 1207-8,해운대로295번길 50,단독주택,1975,블록구조,,51.13,51.13,238.0
86,부산광역시 해운대구 우동 1209-1,해운대로295번길 67-13,단독주택,1979,블록구조,,62.11,62.11,110.0
87,부산광역시 해운대구 우동 1206,해운대로295번가길 12-3,단독주택,1978,블록구조,,69.87,105.27,142.0
88,부산광역시 해운대구 우동 1209-39,해운대로295번길 49-12,다가구주택,1989,벽돌구조,,65.49,122.67,114.0
89,부산광역시 해운대구 우동 1204-6,해운대로295번길 43-3,단독주택,1978,시멘트블럭조,,0.0,128.27,177.0
90,부산광역시 해운대구 우동 1202-8,해운대로295번길 31-4,연립,1979,블록구조,46.91,333.54,737.23,609.0
91,부산광역시 해운대구 우동 1200-7,해운대로295번길 21,단독주택,1974,블록구조,,50.57,50.57,76.0
92,부산광역시 해운대구 우동 1200-3,해운대로295번길 17-1,단독주택,1993,기타조적구조,,65.1,120.3,109.0
93,부산광역시 해운대구 우동 1108-28,해운대로383번길 162-5,단독주택,1985,블록구조,,39.0,39.0,76.0
94,부산광역시 해운대구 재송동 557-4,해운대로 197-27,단독주택,1977,블록구조,,50.93,50.93,99.0
95,부산광역시 해운대구 재송동 548,해운대로191번길 27,단독주택,1981,벽돌구조,,104.46,136.89,320.0
96,부산광역시 해운대구 재송동 546-5,해운대로191번길 31-4,단독주택,1977,블록구조,,60.2,60.2,103.0
97,부산광역시 해운대구 재송동 546-6,해운대로191번길 33,단독주택,1977,블록구조,,63.2,63.2,119.0
98,부산광역시 해운대구 송정동 159-16,송정중앙로6번길 76,단독주택,1978,블록구조,,72.11,72.11,141.0
99,부산광역시 해운대구 재송동 422,재반로11번길 68-5,단독주택,1984,블록구조,,44.81,44.81,63.0
100,부산광역시 해운대구 재송동 421,재반로11번길 68-7,단독주택,1975,블록구조,,35.29,35.29,278.0
101,부산광역시 해운대구 재송동 530-1,재반로27번길 30-5,단독주택,1973,블록구조,,41.32,41.32,112.0
102,부산광역시 해운대구 송정동 299-16,송정중앙로8번길 51-13,단독주택,1970,블록구조,,41.98,41.98,162.0
103,부산광역시 해운대구 재송동 491-3,재반로 49-26,단독주택,1985,블록구조,,36.0,36.0,60.0
104,부산광역시 해운대구 송정동 194-5,송정중앙로33번길 35,다가구주택,1991,벽돌구조,,93.06,164.88,156.0
105,부산광역시 해운대구 재송동 151-3,재반로64번길 36-6,다가구주택,1989,벽돌구조,,78.35,131.97,135.0
106,부산광역시 해운대구 재송동 1119-40,재반로64번가길 32-1,단독주택,1988,벽돌구조,,109.44,196.71,217.1
107,부산광역시 해운대구 송정동 192-1,송정중앙로15번길 42,다세대,1980,블록구조,62.38,184.79,444.39,665.5
108,부산광역시 해운대구 송정동 192-1,송정중앙로15번길 42,다세대,1980,블록구조,62.38,184.79,444.39,665.5
109,부산광역시 해운대구 재송동 1123-18,재반로84번길 76-8,다세대,1996,철근콘크리트구조,37.09,99.28,460.97,180.3
110,부산광역시 해운대구 재송동 1123-18,재반로84번길 76-8,다세대,1996,철근콘크리트구조,42.82,99.28,460.97,180.3
111,부산광역시 해운대구 재송동 1074-2,재송1로20번길 5,다가구주택,1985,벽돌구조,,81.24,143.97,139.6
112,부산광역시 해운대구 재송동 900-94,해운대로108번길 39,단독주택,1973,블록구조,,44.63,44.63,137.0
113,부산광역시 해운대구 재송동 210-16,재송1로 27-1,단독주택,1996,기타조적구조,,98.61,161.45,167.9
114,부산광역시 해운대구 재송동 1060-15,재반로 109-28,다가구주택,1987,벽돌구조,,53.98,93.03,93.49
115,부산광역시 해운대구 재송동 939-9,해운대로76번길 48-9,단독주택,1976,벽돌구조,,70.08,70.08,145.0
116,부산광역시 해운대구 재송동 1159-5,재송2로 196,연립,1993,철근콘크리트구조,106.23,334.88,1596.6,568.3
117,부산광역시 해운대구 재송동 1039-19,해운대로81번가길 38-16,단독주택,1991,철근콘크리트구조,,61.92,147.2,104.9
118,부산광역시 해운대구 재송동 1026-7,해운대로61번가길 50,단독주택,1988,벽돌구조,,91.62,212.88,158.0
119,부산광역시 해운대구 재송동 1026-1,재반로165번길 82,아파트,1981,철근콘크리트구조,46.94,326.68,1681.33,7156.7
120,부산광역시 해운대구 재송동 1026-1,재반로165번길 82,아파트,1981,철근콘크리트구조,43.9,411.24,2099.51,7156.7
121,부산광역시 해운대구 재송동 1026-1,재반로165번길 82,아파트,1981,철근콘크리트구조,43.9,411.24,2229.42,7156.7
122,부산광역시 해운대구 재송동 1026-1,재반로165번길 82,아파트,1981,철근콘크리트구조,46.94,435.57,2273.72,7156.7
123,부산광역시 해운대구 재송동 1026-1,재반로165번길 82,아파트,1981,철근콘크리트구조,46.94,435.57,2273.72,7156.7
124,부산광역시 해운대구 재송동 1026-1,재반로165번길 82,아파트,1981,철근콘크리트구조,46.94,435.57,2273.72,7156.7
125,부산광역시 해운대구 재송동 1026-1,재반로165번길 82,아파트,1981,철근콘크리트구조,43.9,308.43,1585.45,7156.7
126,부산광역시 해운대구 재송동 1026-1,재반로165번길 82,아파트,1981,철근콘크리트구조,46.94,326.68,1681.33,7156.7
127,부산광역시 해운대구 재송동 1026-1,재반로165번길 82,아파트,1981,철근콘크리트구조,43.9,411.24,2099.51,7156.7
128,부산광역시 해운대구 재송동 1026-1,재반로165번길 82,아파트,1981,철근콘크리트구조,43.9,411.24,2099.51,7156.7
129,부산광역시 해운대구 재송동 1026-1,재반로165번길 82,아파트,1981,철근콘크리트구조,43.9,411.24,2229.42,7156.7
130,부산광역시 해운대구 재송동 1026-1,재반로165번길 82,아파트,1981,철근콘크리트구조,43.9,411.24,2229.42,7156.7
131,부산광역시 해운대구 재송동 1026-1,재반로165번길 82,아파트,1981,철근콘크리트구조,43.9,411.24,2229.42,7156.7
132,부산광역시 해운대구 재송동 1026-1,재반로165번길 82,아파트,1981,철근콘크리트구조,46.94,326.68,1681.33,7156.7
133,부산광역시 해운대구 재송동 1026-1,재반로165번길 82,아파트,1981,철근콘크리트구조,43.9,308.43,1585.45,7156.7
134,부산광역시 해운대구 재송동 1152-36,재송2로 53,다세대,1992,철근콘크리트구조,41.16,104.06,535.18,174.6
135,부산광역시 해운대구 재송동 179-40,해운대로61번길 36,단독주택,1974,철근콘크리트구조,,39.67,39.67,2000.0
136,부산광역시 해운대구 재송동 1150-5,재반로 182,연립,1981,철근콘크리트구조,42.12,285.09,997.3,1956.8
137,부산광역시 해운대구 재송동 1150-5,재반로 182,연립,1981,철근콘크리트구조,42.12,285.09,997.3,1956.8
138,부산광역시 해운대구 재송동 1167,재송2로89번길 21,다세대,1993,철근콘크리트구조,53.07,128.71,618.05,214.9
139,부산광역시 해운대구 반여동 1480-5,반여로 12,단독주택,1977,블록구조,,103.8,193.29,248.0
140,부산광역시 해운대구 재송동 1030,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
141,부산광역시 해운대구 재송동 1030,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
142,부산광역시 해운대구 재송동 1030,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
143,부산광역시 해운대구 재송동 1030,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,367.34,1880.34,7662.7
144,부산광역시 해운대구 재송동 1030,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,367.34,1880.34,7662.7
145,부산광역시 해운대구 재송동 1030,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
146,부산광역시 해운대구 재송동 1030,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
147,부산광역시 해운대구 재송동 1030,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
148,부산광역시 해운대구 재송동 1030,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
149,부산광역시 해운대구 재송동 1030,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,275.5,1421.14,7662.7
150,부산광역시 해운대구 재송동 1030,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,367.34,1880.34,7662.7
151,부산광역시 해운대구 재송동 1030,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
152,부산광역시 해운대구 재송동 1030,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
153,부산광역시 해운대구 재송동 1030,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
154,부산광역시 해운대구 재송동 1030,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
155,부산광역시 해운대구 재송동 1030,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
156,부산광역시 해운대구 재송동 1030,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,275.5,1421.14,7662.7
157,부산광역시 해운대구 재송동 1030,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,275.5,1421.14,7662.7
158,부산광역시 해운대구 재송동 1030,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,275.5,1421.14,7662.7
159,부산광역시 해운대구 재송동 1030,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,275.5,1421.14,7662.7
160,부산광역시 해운대구 재송동 1030,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
161,부산광역시 해운대구 재송동 1030,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
162,부산광역시 해운대구 재송동 1030,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
163,부산광역시 해운대구 재송동 1030,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,367.34,1880.34,7662.7
164,부산광역시 해운대구 재송동 1030,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,367.34,1880.34,7662.7
165,부산광역시 해운대구 재송동 1030,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
166,부산광역시 해운대구 재송동 1030,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
167,부산광역시 해운대구 재송동 1030,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
