,번호,주택구분,시도코드,시도이름,시군구코드,시군구이름,행정동코드,행정동이름,법정동코드,법정동이름,기준일자
46,47,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
47,48,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
48,49,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
49,50,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
50,51,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
51,52,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
52,53,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
53,54,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
54,55,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
55,56,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
56,57,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
57,58,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
58,59,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
59,60,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
60,61,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
61,62,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
62,63,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
63,64,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
64,65,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
65,66,그 외 주택,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
66,67,그 외 주택,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
67,68,그 외 주택,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
68,69,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
69,70,그 외 주택,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
70,71,그 외 주택,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
71,72,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
72,73,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
73,74,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
74,75,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
75,76,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
76,77,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
77,78,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
78,79,그 외 주택,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
79,80,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
80,81,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
81,82,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
82,83,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
83,84,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
84,85,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
85,86,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
86,87,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
87,88,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
88,89,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
89,90,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
90,91,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
91,92,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
92,93,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
93,94,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
94,95,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
95,96,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
96,97,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
97,98,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
98,99,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
99,100,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
100,101,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
101,102,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
102,103,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
103,104,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
104,105,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
105,106,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
106,107,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
107,108,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
108,109,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
109,110,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
110,111,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
111,112,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
112,113,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
113,114,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
114,115,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
115,116,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
116,117,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
117,118,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
118,119,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
119,120,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
120,121,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
121,122,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
122,123,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
123,124,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
124,125,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
125,126,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
126,127,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
127,128,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
128,129,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
129,130,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
130,131,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
131,132,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
132,133,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
133,134,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
134,135,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
135,136,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
136,137,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
137,138,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
138,139,그 외 주택,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
139,140,그 외 주택,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
140,141,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
141,142,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
142,143,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
143,144,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
144,145,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
145,146,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
146,147,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
147,148,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
148,149,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
149,150,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
150,151,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
151,152,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
152,153,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
153,154,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
154,155,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
155,156,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
156,157,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
157,158,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
158,159,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
159,160,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
160,161,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
161,162,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
162,163,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
163,164,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
164,165,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
165,166,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
166,167,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
167,168,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
168,169,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
169,170,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
170,171,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
171,172,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
172,173,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
173,174,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
174,175,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
175,176,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-01
176,177,그 외 주택,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
177,178,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
178,179,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
179,180,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
180,181,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
181,182,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
182,183,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
183,184,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
184,185,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
185,186,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
186,187,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
187,188,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
188,189,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
189,190,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
190,191,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
191,192,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
192,193,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
193,194,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
194,195,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
195,196,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
196,197,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
197,198,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
198,199,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
199,200,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
200,201,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
201,202,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
202,203,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
203,204,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
204,205,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
205,206,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
206,207,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
207,208,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
208,209,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
209,210,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
210,211,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
211,212,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
212,213,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
213,214,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
214,215,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
215,216,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
216,217,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
217,218,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
218,219,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
219,220,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
220,221,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
221,222,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
222,223,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
223,224,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
224,225,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
225,226,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
226,227,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
227,228,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
228,229,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
229,230,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
230,231,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
231,232,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
232,233,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
233,234,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
234,235,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
235,236,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
236,237,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
237,238,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
238,239,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
239,240,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
240,241,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
241,242,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
242,243,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
243,244,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
244,245,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
245,246,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
246,247,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
247,248,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
248,249,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
249,250,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
250,251,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
251,252,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
252,253,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
253,254,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
254,255,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
255,256,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
256,257,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
257,258,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
258,259,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
259,260,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
260,261,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
261,262,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
262,263,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
263,264,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
264,265,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
265,266,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
266,267,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
267,268,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
268,269,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
269,270,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
270,271,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
271,272,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
