,번호,주택구분,시도코드,시도이름,시군구코드,시군구이름,행정동코드,행정동이름,법정동코드,법정동이름,기준일자
272,273,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
273,274,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
274,275,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
275,276,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
276,277,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
277,278,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
278,279,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
279,280,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
280,281,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
281,282,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
282,283,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
283,284,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
284,285,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
285,286,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
286,287,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
287,288,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
288,289,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
289,290,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
290,291,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
291,292,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
292,293,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
293,294,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
294,295,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
295,296,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
296,297,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
297,298,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
298,299,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
299,300,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
300,301,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
301,302,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
302,303,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
303,304,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
304,305,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
305,306,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
306,307,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
307,308,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
308,309,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
309,310,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
310,311,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
311,312,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
312,313,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
313,314,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
314,315,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
315,316,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
316,317,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
317,318,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
318,319,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
319,320,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
320,321,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
321,322,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
322,323,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
323,324,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
324,325,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
325,326,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
326,327,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
327,328,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
328,329,그 외 주택,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
329,330,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
330,331,그 외 주택,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
331,332,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
332,333,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
333,334,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
334,335,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
335,336,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
336,337,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
337,338,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
338,339,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
339,340,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
340,341,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
341,342,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
342,343,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
343,344,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
344,345,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
345,346,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
346,347,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
347,348,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
348,349,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
349,350,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
350,351,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
351,352,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
352,353,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
353,354,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
354,355,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
355,356,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
356,357,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
357,358,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
358,359,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
359,360,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
360,361,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
361,362,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
362,363,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
363,364,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
364,365,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
365,366,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
366,367,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
367,368,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
368,369,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
369,370,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
370,371,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
371,372,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
372,373,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
373,374,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
374,375,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
375,376,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
376,377,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
377,378,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
378,379,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
379,380,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
380,381,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
381,382,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
382,383,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
383,384,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
384,385,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
385,386,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
386,387,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
387,388,단독주택(다가구),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
388,389,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
389,390,그 외 주택,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
390,391,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
391,392,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
392,393,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
393,394,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
394,395,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
395,396,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
396,397,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
397,398,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
398,399,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
399,400,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
400,401,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
401,402,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
402,403,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
403,404,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
404,405,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
405,406,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
406,407,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
407,408,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
408,409,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
409,410,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
410,411,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
411,412,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
412,413,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
413,414,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
414,415,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
415,416,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
416,417,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
417,418,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
418,419,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
419,420,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
420,421,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
421,422,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
422,423,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
423,424,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
424,425,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
425,426,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
426,427,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
427,428,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
428,429,그 외 주택,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
429,430,그 외 주택,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
430,431,그 외 주택,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
431,432,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
432,433,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
433,434,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
434,435,그 외 주택,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
435,436,그 외 주택,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
436,437,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
437,438,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
438,439,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
439,440,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
440,441,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
441,442,그 외 주택,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
442,443,그 외 주택,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
443,444,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
444,445,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
445,446,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
446,447,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
447,448,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
448,449,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
449,450,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
450,451,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
451,452,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
452,453,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
453,454,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
454,455,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
455,456,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
456,457,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
457,458,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
458,459,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
459,460,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
460,461,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
461,462,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
462,463,그 외 주택,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
463,464,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
464,465,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
465,466,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
466,467,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
467,468,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
468,469,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
469,470,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
470,471,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
471,472,그 외 주택,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
472,473,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
473,474,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
474,475,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
475,476,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
476,477,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
477,478,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
478,479,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
479,480,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
480,481,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
481,482,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
482,483,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
483,484,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
484,485,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
485,486,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
486,487,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
487,488,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
488,489,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
489,490,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
490,491,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
491,492,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
492,493,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
493,494,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
494,495,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
495,496,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
496,497,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
497,498,공동주택(다세대/연립),3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-01
